Iteration,KMC Time,Bucket,monCount_A,monCount_B,seqCount_A,seqCount_B,seqLengths2_A,seqLengths2_B
49,4900.180562,3,304029,28997,17834,17799,10982529,65469
49,4900.180562,4,300652,31703,18915,18747,10484128,73460
49,4900.180562,5,297345,35473,20396,20338,9477555,87731
49,4900.180562,6,294362,39285,21853,21753,8427172,100198
49,4900.180562,7,289516,43259,23091,22885,7717629,116785
49,4900.180562,8,282868,49870,25274,25141,6778737,145591
49,4900.180562,9,274701,56988,27198,26937,6054144,179208
49,4900.180562,10,269176,65259,29271,28948,5169182,220581
49,4900.180562,11,255151,76878,31915,31559,4495245,287472
49,4900.180562,12,242250,91496,34557,34058,3472550,381201
49,4900.180562,13,224037,108660,36439,35881,2916060,516758
49,4900.180562,14,201623,129120,38243,37540,2200046,713198
49,4900.180562,15,180451,154677,39854,39201,1663720,1001303
49,4900.180562,16,152802,180218,39379,38503,1182602,1395699
49,4900.180562,17,123922,208150,37742,36883,812369,1905118
49,4900.180562,18,99014,234689,34904,34213,524419,2681384
49,4900.180562,19,76773,254635,31084,30482,340175,3478452
49,4900.180562,20,58508,275536,27108,26512,218678,4621038
49,4900.180562,21,43681,289406,22665,22339,139652,5853768
49,4900.180562,22,32464,300634,18918,18632,87409,7483374
49,4900.180562,23,23862,308111,15199,14951,54861,8877043
49,4900.180562,24,17501,315621,12127,11996,34863,10627927
49,4900.180562,25,12241,321161,9304,9148,21783,12319338
49,4900.180562,26,8549,324128,6860,6738,13748,13557033
49,4900.180562,27,5513,327547,4709,4643,7845,14475239
49,4900.180562,28,3269,329802,3003,2924,4203,14208526
49,4900.180562,29,1907,326197,1824,11327,2313,130120715
50,5000.185509,0,305586,22276,14557,14347,2518862,41809
50,5000.185509,1,307907,24908,16107,16025,8595179,51350
50,5000.185509,2,305545,27240,16984,16912,10907610,59167
50,5000.185509,3,304087,29015,17843,17802,10987739,65446
50,5000.185509,4,300746,31708,18923,18753,10479675,73563
50,5000.185509,5,297390,35477,20394,20346,9473405,87821
50,5000.185509,6,294433,39312,21876,21762,8430024,100329
50,5000.185509,7,289584,43289,23092,22882,7721290,116663
50,5000.185509,8,282885,49883,25286,25147,6784637,145636
50,5000.185509,9,274765,57034,27212,26950,6046952,179359
50,5000.185509,10,269212,65270,29273,28966,5172280,220810
50,5000.185509,11,255174,76939,31933,31574,4492513,287691
50,5000.185509,12,242274,91539,34554,34066,3470699,381377
50,5000.185509,13,223999,108783,36464,35892,2915217,517680
50,5000.185509,14,201651,129190,38255,37567,2201780,713946
50,5000.185509,15,180396,154798,39867,39208,1658062,1002933
50,5000.185509,16,152724,180398,39395,38517,1183907,1397976
50,5000.185509,17,123783,208338,37759,36857,809892,1905884
50,5000.185509,18,98966,234839,34875,34229,523247,2687087
50,5000.185509,19,76716,254732,31088,30465,339400,3483039
50,5000.185509,20,58435,275724,27054,26493,218303,4626267
50,5000.185509,21,43629,289473,22664,22330,139288,5868135
50,5000.185509,22,32418,300795,18904,18611,87293,7482090
50,5000.185509,23,23848,308205,15195,14959,54863,8924745
50,5000.185509,24,17437,315752,12122,11950,34776,10591383
50,5000.185509,25,12236,321248,9284,9150,21653,12356227
50,5000.185509,26,8530,324238,6841,6727,13732,13537356
50,5000.185509,27,5492,327627,4707,4629,7836,14502838
50,5000.185509,28,3266,329889,2981,2920,4156,14223704
50,5000.185509,29,1890,326288,1813,11319,2302,130462746
